,time,_V0_,| V0 |,season,week_day
2526,2,300.0,10.7,5,6
2529,3,300.0,9.8,5,6
2532,4,300.0,9.8,5,6
2535,5,310.0,9.4,5,6
2538,6,310.0,8.7,5,6
2541,7,320.0,8.0,5,6
2544,8,330.0,9.4,5,6
2547,9,330.0,7.2,5,6
2550,10,320.0,9.8,5,6
2553,11,310.0,8.2,5,6
2556,12,310.0,7.7,5,6
2559,13,310.0,10.8,5,6
2562,14,310.0,6.5,5,6
2565,15,310.0,8.2,5,6
2568,16,310.0,8.5,5,6
2571,17,310.0,8.3,5,6
2574,18,300.0,6.7,5,6
2577,19,310.0,9.3,5,6
2580,20,310.0,8.0,5,6
2583,21,310.0,8.4,5,6
2586,22,300.0,9.3,5,6
2589,23,290.0,7.9,5,6
2592,0,290.0,9.8,6,2
2595,1,290.0,8.8,6,2
2598,2,270.0,8.6,6,2
2601,3,260.0,7.1,6,2
2604,4,270.0,9.8,6,2
2607,5,240.0,12.2,6,2
2610,6,240.0,11.7,6,2
2613,7,230.0,12.3,6,2
2616,8,230.0,10.7,6,2
2619,9,230.0,8.2,6,2
2622,10,230.0,12.0,6,2
2625,11,240.0,9.9,6,2
2628,12,260.0,9.4,6,2
2631,13,260.0,9.6,6,2
2634,14,270.0,8.8,6,2
2637,15,280.0,8.5,6,2
2640,16,300.0,9.7,6,2
2643,17,330.0,7.4,6,2
2646,18,330.0,9.3,6,2
2649,19,320.0,10.8,6,2
2652,20,320.0,9.6,6,2
2655,21,330.0,11.0,6,2
2658,22,330.0,9.5,6,2
2661,23,330.0,9.8,6,2
2664,0,320.0,10.0,7,4
2667,1,320.0,12.2,7,4
2670,2,320.0,11.0,7,4
2673,3,320.0,7.4,7,4
2676,4,320.0,10.3,7,4
2679,5,330.0,8.6,7,4
2682,6,330.0,6.9,7,4
2685,7,340.0,7.2,7,4
2688,8,340.0,7.5,7,4
2691,9,340.0,10.1,7,4
2694,10,340.0,8.1,7,4
2697,11,340.0,9.3,7,4
2700,12,340.0,6.9,7,4
2703,13,340.0,7.8,7,4
2706,14,350.0,8.9,7,4
2709,15,350.0,7.8,7,4
2712,16,350.0,6.9,7,4
2715,17,360.0,7.0,7,4
2718,18,350.0,7.1,7,4
2721,19,350.0,7.9,7,4
2724,20,350.0,8.9,7,4
2727,21,350.0,7.9,7,4
2730,22,20.0,7.4,7,4
2733,23,350.0,7.4,7,4
2736,0,360.0,7.8,8,7
2739,1,10.0,7.0,8,7
2742,2,350.0,6.7,8,7
2745,3,20.0,7.0,8,7
2748,4,360.0,6.3,8,7
2751,5,20.0,6.5,8,7
2754,6,340.0,5.6,8,7
2757,7,340.0,5.5,8,7
2760,8,350.0,4.9,8,7
2763,9,340.0,2.8,8,7
2766,10,330.0,5.0,8,7
2769,11,340.0,3.5,8,7
2772,12,320.0,2.6,8,7
2775,13,340.0,1.3,8,7
2778,14,330.0,0.8,8,7
2781,15,320.0,1.4,8,7
2784,16,300.0,1.3,8,7
2787,17,320.0,0.8,8,7
2790,18,290.0,1.3,8,7
2793,19,250.0,1.0,8,7
2796,20,260.0,1.6,8,7
2799,21,260.0,2.8,8,7
2802,22,270.0,3.0,8,7
2805,23,280.0,2.5,8,7
2808,0,290.0,1.8,9,3
2811,1,290.0,4.9,9,3
2814,2,280.0,2.6,9,3
2817,3,290.0,3.9,9,3
2820,4,270.0,1.5,9,3
2823,5,270.0,3.2,9,3
2826,6,270.0,3.9,9,3
2829,7,250.0,2.9,9,3
2832,8,250.0,3.9,9,3
2835,9,250.0,5.8,9,3
2838,10,240.0,1.7,9,3
2841,11,240.0,3.4,9,3
2844,12,240.0,3.7,9,3
2847,13,240.0,4.3,9,3
2850,14,230.0,4.5,9,3
2853,15,240.0,4.8,9,3
2856,16,240.0,5.2,9,3
2859,17,230.0,5.8,9,3
2862,18,230.0,5.5,9,3
2865,19,240.0,6.1,9,3
2868,20,250.0,5.5,9,3
2871,21,240.0,5.5,9,3
2874,22,240.0,4.2,9,3
2877,23,240.0,5.1,9,3
2880,0,230.0,5.7,10,5
2883,1,230.0,5.5,10,5
2886,2,240.0,6.4,10,5
2889,3,240.0,4.0,10,5
2892,4,230.0,6.5,10,5
2895,5,230.0,7.0,10,5
2898,6,230.0,7.3,10,5
2901,7,220.0,6.5,10,5
2904,8,220.0,5.1,10,5
2907,9,210.0,9.9,10,5
2910,10,220.0,6.0,10,5
2913,11,210.0,10.6,10,5
2916,12,210.0,12.9,10,5
2919,13,210.0,7.0,10,5
2922,14,200.0,12.8,10,5
2925,15,200.0,6.5,10,5
2928,16,190.0,7.7,10,5
2931,17,190.0,8.6,10,5
2934,18,200.0,8.1,10,5
2937,19,190.0,14.2,10,5
2940,20,210.0,8.6,10,5
2943,21,210.0,8.2,10,5
2946,22,210.0,7.9,10,5
2949,23,200.0,14.4,10,5
2952,0,200.0,7.5,11,1
2955,1,200.0,7.8,11,1
2958,2,200.0,6.9,11,1
2961,3,210.0,7.5,11,1
2964,4,200.0,13.2,11,1
2967,5,200.0,5.9,11,1
2970,6,190.0,6.3,11,1
2973,7,190.0,11.9,11,1
2976,8,190.0,11.8,11,1
2979,9,190.0,10.6,11,1
2982,10,200.0,10.9,11,1
2985,11,200.0,9.5,11,1
2988,12,200.0,10.2,11,1
2991,13,210.0,9.6,11,1
2994,14,200.0,8.1,11,1
2997,15,190.0,8.9,11,1
3000,16,200.0,9.0,11,1
3003,17,190.0,10.1,11,1
3006,18,200.0,9.4,11,1
3009,19,190.0,9.1,11,1
3012,20,200.0,12.1,11,1
3015,21,230.0,9.1,11,1
3018,22,230.0,7.4,11,1
3021,23,220.0,8.2,11,1
3024,0,220.0,8.8,12,3
3027,1,220.0,6.6,12,3
3030,2,210.0,7.9,12,3
3033,3,210.0,8.4,12,3
3036,4,180.0,6.6,12,3
3039,5,180.0,7.1,12,3
3042,6,190.0,8.8,12,3
3045,7,190.0,11.2,12,3
3048,8,180.0,10.8,12,3
3051,9,180.0,10.3,12,3
3054,10,180.0,9.0,12,3
3057,11,170.0,9.3,12,3
3060,12,170.0,7.1,12,3
3063,13,170.0,7.9,12,3
3066,14,170.0,6.4,12,3
3069,15,170.0,6.8,12,3
3072,16,180.0,7.2,12,3
3075,17,180.0,9.1,12,3
3078,18,180.0,8.1,12,3
3081,19,180.0,9.0,12,3
3084,20,180.0,7.8,12,3
3087,21,180.0,9.3,12,3
3090,22,180.0,6.3,12,3
3093,23,180.0,6.2,12,3
3096,0,170.0,4.5,2,4
3099,1,180.0,5.5,2,4
3102,2,180.0,5.0,2,4
3105,3,180.0,5.1,2,4
3108,4,180.0,4.7,2,4
3111,5,180.0,3.8,2,4
3114,6,180.0,3.6,2,4
3117,7,180.0,3.2,2,4
3120,8,180.0,3.8,2,4
3123,9,180.0,3.9,2,4
3126,10,200.0,3.3,2,4
3129,11,180.0,3.9,2,4
3132,12,180.0,2.9,2,4
3135,13,180.0,3.8,2,4
3138,14,180.0,1.7,2,4
3141,15,190.0,3.0,2,4
3144,16,190.0,1.8,2,4
3147,17,180.0,1.5,2,4
3150,18,180.0,2.0,2,4
3153,19,180.0,2.0,2,4
3156,20,190.0,2.2,2,4
3159,21,200.0,1.9,2,4
3162,22,220.0,1.7,2,4
3165,23,210.0,2.5,2,4
3168,0,210.0,1.6,2,5
3171,1,220.0,1.7,2,5
3174,2,200.0,1.9,2,5
3177,3,210.0,3.7,2,5
3180,4,230.0,1.9,2,5
3183,5,230.0,2.6,2,5
3186,6,240.0,2.7,2,5
3189,7,260.0,1.4,2,5
3192,8,260.0,2.8,2,5
3195,9,250.0,2.3,2,5
3198,10,250.0,2.0,2,5
3201,11,260.0,3.0,2,5
3204,12,270.0,5.6,2,5
3207,13,300.0,3.2,2,5
3210,14,270.0,3.1,2,5
3213,15,270.0,3.6,2,5
3216,16,260.0,4.3,2,5
3219,17,260.0,3.9,2,5
3222,18,240.0,2.9,2,5
3225,19,260.0,3.6,2,5
3228,20,260.0,1.4,2,5
3231,21,270.0,1.7,2,5
3234,22,280.0,7.1,2,5
3237,23,280.0,4.4,2,5
3240,0,300.0,7.7,2,6
3243,1,290.0,8.0,2,6
3246,2,300.0,6.9,2,6
3249,3,290.0,3.6,2,6
3252,4,300.0,5.2,2,6
3255,5,320.0,2.0,2,6
3258,6,310.0,4.2,2,6
3261,7,320.0,3.6,2,6
3264,8,330.0,4.2,2,6
3267,9,310.0,1.1,2,6
3270,10,320.0,1.1,2,6
3273,11,230.0,0.3,2,6
3276,12,260.0,0.6,2,6
3279,13,250.0,0.9,2,6
3282,14,270.0,1.3,2,6
3285,15,300.0,1.2,2,6
3288,16,260.0,0.5,2,6
3291,17,240.0,2.6,2,6
3294,18,250.0,2.0,2,6
3297,19,230.0,2.0,2,6
3300,20,230.0,2.6,2,6
3303,21,230.0,3.1,2,6
3306,22,220.0,4.6,2,6
3309,23,220.0,1.9,2,6
3312,0,220.0,4.6,2,7
3315,1,220.0,8.5,2,7
3318,2,230.0,2.1,2,7
3321,3,220.0,5.3,2,7
3324,4,230.0,6.2,2,7
3327,5,230.0,5.9,2,7
3330,6,240.0,5.8,2,7
3333,7,220.0,5.1,2,7
3336,8,220.0,5.1,2,7
3339,9,220.0,5.5,2,7
3342,10,210.0,8.3,2,7
3345,11,210.0,10.0,2,7
3348,12,210.0,9.0,2,7
3351,13,210.0,3.6,2,7
3354,14,220.0,4.5,2,7
3357,15,220.0,5.0,2,7
3360,16,200.0,4.6,2,7
3363,17,220.0,3.3,2,7
3366,18,220.0,3.1,2,7
3369,19,220.0,9.4,2,7
3372,20,210.0,5.7,2,7
3375,21,210.0,5.4,2,7
3378,22,220.0,9.6,2,7
3381,23,210.0,4.6,2,7
3384,0,220.0,10.6,2,1
3387,1,210.0,11.5,2,1
3390,2,220.0,4.3,2,1
3393,3,220.0,6.3,2,1
3396,4,220.0,6.8,2,1
3399,5,220.0,8.0,2,1
3402,6,220.0,11.7,2,1
3405,7,220.0,10.2,2,1
3408,8,220.0,6.7,2,1
3411,9,210.0,13.6,2,1
3414,10,210.0,5.3,2,1
3417,11,220.0,5.3,2,1
3420,12,220.0,12.1,2,1
3423,13,220.0,7.5,2,1
3426,14,230.0,6.4,2,1
3429,15,230.0,8.0,2,1
3432,16,230.0,8.2,2,1
3435,17,230.0,3.9,2,1
3438,18,230.0,7.1,2,1
3441,19,230.0,7.1,2,1
3444,20,240.0,6.8,2,1
3447,21,240.0,6.5,2,1
3450,22,240.0,6.8,2,1
3453,23,250.0,6.1,2,1
3456,0,250.0,6.2,2,2
3459,1,250.0,6.4,2,2
3462,2,250.0,6.4,2,2
3465,3,250.0,6.1,2,2
3468,4,250.0,5.5,2,2
3471,5,240.0,5.7,2,2
3474,6,250.0,5.6,2,2
3477,7,240.0,5.8,2,2
3480,8,230.0,6.3,2,2
3483,9,230.0,6.1,2,2
3486,10,230.0,7.8,2,2
3489,11,230.0,6.0,2,2
3492,12,220.0,5.8,2,2
3495,13,220.0,5.2,2,2
3498,14,230.0,7.4,2,2
3501,15,230.0,5.2,2,2
3504,16,220.0,6.3,2,2
3507,17,240.0,4.3,2,2
3510,18,230.0,5.4,2,2
3513,19,220.0,2.6,2,2
3516,20,230.0,5.7,2,2
3519,21,240.0,5.7,2,2
3522,22,240.0,4.8,2,2
3525,23,240.0,4.5,2,2
3528,0,250.0,4.2,2,3
3531,1,250.0,4.0,2,3
3534,2,240.0,4.5,2,3
3537,3,250.0,3.6,2,3
3540,4,240.0,3.2,2,3
3543,5,240.0,4.1,2,3
3546,6,240.0,3.9,2,3
3549,7,240.0,2.9,2,3
3552,8,250.0,3.7,2,3
3555,9,250.0,4.0,2,3
3558,10,250.0,4.4,2,3
3561,11,250.0,3.9,2,3
3564,12,260.0,6.1,2,3
3567,13,260.0,3.5,2,3
3570,14,250.0,4.4,2,3
3573,15,240.0,4.4,2,3
3576,16,250.0,3.5,2,3
3579,17,250.0,3.1,2,3
3582,18,250.0,2.4,2,3
3585,19,250.0,4.4,2,3
3588,20,260.0,6.9,2,3
3591,21,250.0,4.6,2,3
3594,22,250.0,2.6,2,3
3597,23,250.0,4.4,2,3
3600,0,260.0,2.2,2,4
3603,1,260.0,4.0,2,4
3606,2,260.0,3.8,2,4
3609,3,260.0,2.7,2,4
3612,4,260.0,1.6,2,4
3615,5,260.0,4.0,2,4
3618,6,250.0,3.4,2,4
3621,7,240.0,2.0,2,4
3624,8,240.0,3.6,2,4
3627,9,250.0,3.1,2,4
3630,10,240.0,3.6,2,4
3633,11,250.0,2.7,2,4
3636,12,250.0,3.7,2,4
3639,13,240.0,1.9,2,4
3642,14,250.0,3.1,2,4
3645,15,240.0,2.7,2,4
3648,16,240.0,2.9,2,4
3651,17,240.0,3.5,2,4
3654,18,250.0,1.8,2,4
3657,19,270.0,1.6,2,4
3660,20,250.0,2.7,2,4
3663,21,260.0,2.9,2,4
3666,22,270.0,4.5,2,4
3669,23,260.0,3.2,2,4
3672,0,250.0,3.9,2,5
3675,1,260.0,4.5,2,5
3678,2,250.0,4.7,2,5
3681,3,260.0,4.6,2,5
3684,4,260.0,4.1,2,5
3687,5,270.0,3.6,2,5
3690,6,270.0,4.2,2,5
3693,7,260.0,2.7,2,5
3696,8,260.0,2.6,2,5
3699,9,240.0,1.6,2,5
3702,10,240.0,2.7,2,5
3705,11,240.0,1.8,2,5
3708,12,230.0,2.4,2,5
3711,13,220.0,1.5,2,5
3714,14,230.0,3.1,2,5
3717,15,220.0,1.5,2,5
3720,16,220.0,2.2,2,5
3723,17,200.0,5.4,2,5
3726,18,200.0,3.4,2,5
3729,19,200.0,6.4,2,5
3732,20,210.0,3.9,2,5
3735,21,210.0,4.6,2,5
3738,22,210.0,3.1,2,5
3741,23,220.0,3.9,2,5
3744,0,230.0,4.3,2,6
3747,1,250.0,4.9,2,6
3750,2,270.0,2.7,2,6
3753,3,260.0,0.7,2,6
3756,4,250.0,3.3,2,6
3759,5,240.0,3.9,2,6
3762,6,240.0,3.6,2,6
3765,7,250.0,5.1,2,6
3768,8,230.0,5.3,2,6
3771,9,220.0,8.1,2,6
3774,10,210.0,8.0,2,6
3777,11,220.0,4.5,2,6
3780,12,220.0,7.0,2,6
3783,13,210.0,3.8,2,6
3786,14,220.0,7.7,2,6
3789,15,210.0,4.6,2,6
3792,16,200.0,6.4,2,6
3795,17,210.0,11.8,2,6
3798,18,200.0,5.4,2,6
3801,19,200.0,13.2,2,6
3804,20,200.0,13.1,2,6
3807,21,200.0,6.9,2,6
3810,22,200.0,13.3,2,6
3813,23,200.0,12.9,2,6
3816,0,210.0,8.7,2,7
3819,1,200.0,7.4,2,7
3822,2,200.0,8.0,2,7
3825,3,200.0,8.2,2,7
3828,4,200.0,16.0,2,7
3831,5,200.0,8.7,2,7
3834,6,210.0,9.3,2,7
3837,7,200.0,16.0,2,7
3840,8,210.0,8.6,2,7
3843,9,210.0,6.9,2,7
3846,10,210.0,7.6,2,7
3849,11,210.0,7.3,2,7
3852,12,220.0,4.0,2,7
3855,13,230.0,5.7,2,7
3858,14,230.0,5.4,2,7
3861,15,230.0,8.7,2,7
3864,16,240.0,4.6,2,7
3867,17,250.0,4.2,2,7
3870,18,250.0,4.5,2,7
3873,19,240.0,4.7,2,7
3876,20,240.0,4.8,2,7
3879,21,240.0,7.5,2,7
3882,22,250.0,5.1,2,7
3885,23,230.0,5.1,2,7
3888,0,250.0,5.3,2,1
3891,1,240.0,5.0,2,1
3894,2,240.0,2.1,2,1
3897,3,240.0,5.7,2,1
3900,4,240.0,4.9,2,1
3903,5,250.0,5.0,2,1
3906,6,240.0,4.3,2,1
3909,7,240.0,4.7,2,1
3912,8,240.0,4.5,2,1
3915,9,240.0,3.9,2,1
3918,10,250.0,3.4,2,1
3921,11,260.0,2.7,2,1
3924,12,260.0,2.9,2,1
3927,13,240.0,3.4,2,1
3930,14,230.0,6.4,2,1
3933,15,250.0,3.5,2,1
3936,16,240.0,3.5,2,1
3939,17,270.0,5.5,2,1
3942,18,240.0,5.5,2,1
3945,19,240.0,5.1,2,1
3948,20,240.0,5.2,2,1
3951,21,280.0,4.6,2,1
3954,22,290.0,7.4,2,1
3957,23,300.0,6.7,2,1
3960,0,310.0,6.8,2,2
3963,1,310.0,8.4,2,2
3966,2,310.0,7.3,2,2
3969,3,320.0,10.2,2,2
3972,4,310.0,8.2,2,2
3975,5,310.0,10.1,2,2
3978,6,310.0,10.6,2,2
3981,7,310.0,8.9,2,2
3984,8,310.0,9.4,2,2
3987,9,310.0,9.3,2,2
3990,10,310.0,6.7,2,2
3993,11,320.0,7.5,2,2
3996,12,300.0,9.1,2,2
3999,13,300.0,9.0,2,2
4002,14,290.0,7.0,2,2
4005,15,290.0,7.4,2,2
4008,16,300.0,9.9,2,2
4011,17,300.0,8.0,2,2
4014,18,290.0,6.5,2,2
4017,19,290.0,8.3,2,2
4020,20,290.0,6.3,2,2
4023,21,280.0,7.8,2,2
4026,22,300.0,6.8,2,2
4029,23,300.0,7.0,2,2
4032,0,300.0,6.4,2,3
4035,1,290.0,3.9,2,3
4038,2,300.0,3.7,2,3
4041,3,230.0,2.8,2,3
4044,4,210.0,3.6,2,3
4047,5,180.0,5.9,2,3
4050,6,190.0,7.5,2,3
4053,7,190.0,6.3,2,3
4056,8,190.0,9.6,2,3
4059,9,180.0,11.4,2,3
4062,10,180.0,9.1,2,3
4065,11,190.0,5.9,2,3
4068,12,180.0,6.7,2,3
4071,13,180.0,7.9,2,3
4074,14,180.0,9.1,2,3
4077,15,200.0,9.1,2,3
4080,16,210.0,7.6,2,3
4083,17,230.0,6.6,2,3
4086,18,230.0,6.9,2,3
4089,19,270.0,7.4,2,3
4092,20,280.0,6.2,2,3
4095,21,290.0,4.8,2,3
4098,22,290.0,4.7,2,3
4101,23,290.0,4.4,2,3
4104,0,260.0,0.6,2,4
4107,1,240.0,0.9,2,4
4110,2,190.0,1.6,2,4
4113,3,200.0,3.1,2,4
4116,4,200.0,1.5,2,4
4119,5,230.0,0.4,2,4
4122,6,180.0,2.0,2,4
4125,7,160.0,2.1,2,4
4128,8,180.0,3.6,2,4
4131,9,150.0,2.3,2,4
4134,10,150.0,4.1,2,4
4137,11,150.0,2.7,2,4
4140,12,150.0,2.9,2,4
4143,13,130.0,1.4,2,4
4146,14,140.0,3.4,2,4
4149,15,150.0,2.6,2,4
4152,16,160.0,1.8,2,4
4155,17,170.0,2.4,2,4
4158,18,180.0,4.6,2,4
4161,19,200.0,2.9,2,4
4164,20,220.0,5.3,2,4
4167,21,250.0,3.4,2,4
4170,22,260.0,2.8,2,4
4173,23,260.0,4.1,2,4
4176,0,270.0,3.6,2,5
4179,1,290.0,4.0,2,5
4182,2,260.0,2.1,2,5
4185,3,260.0,2.4,2,5
4188,4,270.0,1.9,2,5
4191,5,260.0,3.8,2,5
4194,6,250.0,3.9,2,5
4197,7,260.0,4.0,2,5
4200,8,250.0,4.2,2,5
4203,9,240.0,1.9,2,5
4206,10,260.0,2.0,2,5
4209,11,250.0,3.1,2,5
4212,12,260.0,2.9,2,5
4215,13,260.0,2.0,2,5
4218,14,260.0,1.1,2,5
4221,15,250.0,3.0,2,5
4224,16,250.0,3.6,2,5
4227,17,250.0,3.5,2,5
4230,18,250.0,2.4,2,5
4233,19,250.0,3.5,2,5
4236,20,240.0,5.1,2,5
4239,21,260.0,3.1,2,5
4242,22,250.0,4.3,2,5
4245,23,250.0,5.3,2,5
4248,0,250.0,4.1,2,6
4251,1,250.0,4.1,2,6
4254,2,250.0,3.8,2,6
4257,3,250.0,5.1,2,6
4260,4,250.0,3.4,2,6
4263,5,250.0,4.5,2,6
4266,6,250.0,4.2,2,6
4269,7,260.0,4.0,2,6
4272,8,260.0,2.1,2,6
4275,9,260.0,1.8,2,6
4278,10,270.0,2.5,2,6
4281,11,270.0,2.4,2,6
4284,12,270.0,7.3,2,6
4287,13,260.0,4.9,2,6
4290,14,250.0,3.6,2,6
4293,15,260.0,4.0,2,6
4296,16,260.0,2.7,2,6
4299,17,260.0,3.4,2,6
4302,18,270.0,2.6,2,6
4305,19,260.0,2.2,2,6
4308,20,260.0,1.9,2,6
4311,21,260.0,2.1,2,6
4314,22,270.0,5.8,2,6
4317,23,270.0,2.6,2,6
4320,0,260.0,4.1,1,5
4323,1,250.0,4.5,1,5
4326,2,250.0,2.3,1,5
4329,3,250.0,4.9,1,5
4332,4,250.0,3.7,1,5
4335,5,250.0,4.7,1,5
4338,6,250.0,1.4,1,5
4341,7,230.0,4.4,1,5
4344,8,230.0,4.5,1,5
4347,9,220.0,4.5,1,5
4350,10,220.0,6.2,1,5
4353,11,210.0,3.7,1,5
4356,12,210.0,9.6,1,5
4359,13,200.0,4.9,1,5
4362,14,200.0,5.6,1,5
4365,15,210.0,11.5,1,5
4368,16,210.0,13.7,1,5
4371,17,190.0,6.5,1,5
4374,18,200.0,7.2,1,5
4377,19,200.0,13.9,1,5
4380,20,220.0,5.5,1,5
4383,21,210.0,12.7,1,5
4386,22,220.0,11.1,1,5
4389,23,220.0,3.3,1,5
4392,0,230.0,6.1,2,1
4395,1,230.0,5.0,2,1
4398,2,220.0,4.3,2,1
4401,3,200.0,3.1,2,1
4404,4,210.0,7.8,2,1
4407,5,200.0,9.9,2,1
4410,6,210.0,10.7,2,1
4413,7,210.0,9.3,2,1
4416,8,220.0,8.6,2,1
4419,9,210.0,9.8,2,1
4422,10,220.0,5.9,2,1
4425,11,220.0,5.7,2,1
4428,12,220.0,6.0,2,1
4431,13,220.0,5.6,2,1
4434,14,220.0,2.7,2,1
4437,15,220.0,5.4,2,1
4440,16,210.0,3.6,2,1
4443,17,210.0,7.7,2,1
4446,18,220.0,4.8,2,1
4449,19,210.0,4.1,2,1
4452,20,220.0,3.7,2,1
4455,21,210.0,3.0,2,1
4458,22,190.0,4.6,2,1
4461,23,210.0,7.0,2,1
4464,0,200.0,8.9,3,2
4467,1,200.0,4.1,3,2
4470,2,210.0,4.3,3,2
4473,3,200.0,3.8,3,2
4476,4,200.0,3.7,3,2
4479,5,190.0,2.7,3,2
4482,6,170.0,6.6,3,2
4485,7,170.0,6.5,3,2
4488,8,160.0,4.8,3,2
4491,9,170.0,8.5,3,2
4494,10,180.0,8.6,3,2
4497,11,170.0,7.2,3,2
4500,12,180.0,3.9,3,2
4503,13,180.0,6.5,3,2
4506,14,170.0,6.6,3,2
4509,15,170.0,2.3,3,2
4512,16,170.0,4.1,3,2
4515,17,170.0,2.0,3,2
4518,18,170.0,3.3,3,2
4521,19,170.0,6.6,3,2
4524,20,170.0,3.4,3,2
4527,21,180.0,2.9,3,2
4530,22,180.0,2.6,3,2
4533,23,200.0,2.0,3,2
4536,0,190.0,1.6,4,5
4539,1,210.0,3.1,4,5
4542,2,200.0,2.6,4,5
4545,3,240.0,1.3,4,5
4548,4,250.0,0.0,4,5
4551,5,250.0,0.4,4,5
4554,6,190.0,0.4,4,5
4557,7,220.0,1.6,4,5
4560,8,300.0,0.3,4,5
4563,9,230.0,0.8,4,5
4566,10,200.0,0.0,4,5
4569,11,190.0,0.8,4,5
4572,12,140.0,0.9,4,5
4575,13,140.0,0.8,4,5
4578,14,150.0,1.4,4,5
4581,15,150.0,2.1,4,5
4584,16,140.0,4.0,4,5
4587,17,120.0,3.0,4,5
4590,18,140.0,5.5,4,5
4593,19,140.0,5.2,4,5
4596,20,140.0,5.6,4,5
4599,21,150.0,6.6,4,5
4602,22,140.0,5.9,4,5
4605,23,150.0,6.9,4,5
4608,0,150.0,6.4,5,7
4611,1,150.0,8.1,5,7
4614,2,150.0,8.4,5,7
4617,3,150.0,9.8,5,7
4620,4,150.0,9.4,5,7
4623,5,150.0,9.8,5,7
4626,6,160.0,10.1,5,7
4629,7,150.0,6.0,5,7
4632,8,150.0,10.4,5,7
4635,9,150.0,10.6,5,7
4638,10,150.0,9.8,5,7
4641,11,160.0,9.4,5,7
4644,12,160.0,7.2,5,7
4647,13,160.0,11.1,5,7
4650,14,160.0,11.1,5,7
4653,15,160.0,9.3,5,7
4656,16,170.0,9.2,5,7
4659,17,170.0,8.4,5,7
4662,18,160.0,9.8,5,7
4665,19,170.0,11.5,5,7
4668,20,170.0,11.1,5,7
4671,21,170.0,11.0,5,7
4674,22,170.0,11.8,5,7
4677,23,170.0,10.2,5,7
4680,0,170.0,9.4,6,3
4683,1,170.0,11.4,6,3
4686,2,170.0,11.2,6,3
4689,3,180.0,9.9,6,3
4692,4,180.0,9.9,6,3
4695,5,180.0,12.3,6,3
4698,6,170.0,11.6,6,3
4701,7,180.0,8.4,6,3
4704,8,170.0,10.6,6,3
4707,9,180.0,10.6,6,3
4710,10,180.0,9.3,6,3
4713,11,180.0,12.3,6,3
4716,12,180.0,9.5,6,3
4719,13,180.0,11.5,6,3
4722,14,180.0,12.5,6,3
4725,15,190.0,9.7,6,3
4728,16,190.0,8.2,6,3
4731,17,190.0,7.6,6,3
4734,18,200.0,7.5,6,3
4737,19,190.0,8.0,6,3
4740,20,210.0,8.1,6,3
4743,21,200.0,7.2,6,3
4746,22,200.0,8.3,6,3
4749,23,200.0,6.9,6,3
4752,0,210.0,5.3,7,5
4755,1,210.0,5.4,7,5
4758,2,210.0,4.3,7,5
4761,3,200.0,4.4,7,5
4764,4,210.0,4.3,7,5
4767,5,190.0,3.8,7,5
4770,6,180.0,4.2,7,5
4773,7,170.0,5.3,7,5
4776,8,170.0,4.3,7,5
4779,9,160.0,5.0,7,5
4782,10,160.0,6.2,7,5
4785,11,160.0,5.1,7,5
4788,12,160.0,4.2,7,5
4791,13,160.0,4.4,7,5
4794,14,160.0,5.3,7,5
4797,15,170.0,7.0,7,5
4800,16,160.0,6.1,7,5
4803,17,170.0,6.1,7,5
4806,18,170.0,5.9,7,5
4809,19,170.0,10.0,7,5
4812,20,170.0,6.8,7,5
4815,21,180.0,7.6,7,5
4818,22,190.0,7.9,7,5
4821,23,200.0,7.1,7,5
4824,0,200.0,8.7,8,1
4827,1,200.0,8.4,8,1
4830,2,200.0,7.5,8,1
4833,3,210.0,7.2,8,1
4836,4,210.0,5.8,8,1
4839,5,220.0,7.2,8,1
4842,6,220.0,6.6,8,1
4845,7,220.0,6.2,8,1
4848,8,230.0,7.2,8,1
4851,9,270.0,6.9,8,1
4854,10,270.0,4.9,8,1
4857,11,280.0,6.7,8,1
4860,12,290.0,6.3,8,1
4863,13,270.0,5.2,8,1
4866,14,280.0,5.5,8,1
4869,15,290.0,6.4,8,1
4872,16,290.0,4.5,8,1
4875,17,290.0,3.4,8,1
4878,18,280.0,2.7,8,1
4881,19,320.0,5.1,8,1
4884,20,310.0,4.4,8,1
4887,21,320.0,4.6,8,1
4890,22,320.0,0.9,8,1
4893,23,310.0,0.4,8,1
4896,0,290.0,0.7,9,4
4899,1,290.0,0.7,9,4
4902,2,350.0,0.0,9,4
4905,3,270.0,1.2,9,4
4908,4,220.0,0.3,9,4
4911,5,210.0,0.8,9,4
4914,6,210.0,1.4,9,4
4917,7,230.0,2.2,9,4
4920,8,220.0,2.6,9,4
4923,9,200.0,2.2,9,4
4926,10,190.0,2.8,9,4
4929,11,180.0,2.3,9,4
4932,12,190.0,2.0,9,4
4935,13,200.0,2.9,9,4
4938,14,190.0,2.3,9,4
4941,15,190.0,2.3,9,4
4944,16,180.0,2.2,9,4
4947,17,160.0,1.8,9,4
4950,18,170.0,0.8,9,4
4953,19,180.0,3.1,9,4
4956,20,180.0,2.9,9,4
4959,21,180.0,6.9,9,4
4962,22,180.0,4.1,9,4
4965,23,170.0,5.9,9,4
4968,0,180.0,2.6,10,6
4971,1,180.0,6.0,10,6
4974,2,180.0,6.2,10,6
4977,3,170.0,6.5,10,6
4980,4,170.0,3.1,10,6
4983,5,160.0,0.7,10,6
4986,6,150.0,3.1,10,6
4989,7,130.0,2.2,10,6
