time;_V0_;| V0 |;season;week_day
14;200.0;8.1;11;1
15;190.0;8.9;11;1
16;200.0;9.0;11;1
17;190.0;10.1;11;1
18;200.0;9.4;11;1
19;190.0;9.1;11;1
20;200.0;12.1;11;1
21;230.0;9.1;11;1
22;230.0;7.4;11;1
23;220.0;8.2;11;1
0;220.0;8.8;12;3
1;220.0;6.6;12;3
2;210.0;7.9;12;3
3;210.0;8.4;12;3
4;180.0;6.6;12;3
5;180.0;7.1;12;3
6;190.0;8.8;12;3
7;190.0;11.2;12;3
8;180.0;10.8;12;3
9;180.0;10.3;12;3
10;180.0;9.0;12;3
11;170.0;9.3;12;3
12;170.0;7.1;12;3
13;170.0;7.9;12;3
14;170.0;6.4;12;3
15;170.0;6.8;12;3
16;180.0;7.2;12;3
17;180.0;9.1;12;3
18;180.0;8.1;12;3
19;180.0;9.0;12;3
20;180.0;7.8;12;3
21;180.0;9.3;12;3
22;180.0;6.3;12;3
23;180.0;6.2;12;3
0;170.0;4.5;2;4
1;180.0;5.5;2;4
2;180.0;5.0;2;4
3;180.0;5.1;2;4
4;180.0;4.7;2;4
5;180.0;3.8;2;4
6;180.0;3.6;2;4
7;180.0;3.2;2;4
8;180.0;3.8;2;4
9;180.0;3.9;2;4
10;200.0;3.3;2;4
11;180.0;3.9;2;4
12;180.0;2.9;2;4
13;180.0;3.8;2;4
14;180.0;1.7;2;4
15;190.0;3.0;2;4
16;190.0;1.8;2;4
17;180.0;1.5;2;4
18;180.0;2.0;2;4
19;180.0;2.0;2;4
20;190.0;2.2;2;4
21;200.0;1.9;2;4
22;220.0;1.7;2;4
23;210.0;2.5;2;4
0;210.0;1.6;2;5
1;220.0;1.7;2;5
2;200.0;1.9;2;5
3;210.0;3.7;2;5
4;230.0;1.9;2;5
5;230.0;2.6;2;5
6;240.0;2.7;2;5
7;260.0;1.4;2;5
8;260.0;2.8;2;5
9;250.0;2.3;2;5
10;250.0;2.0;2;5
11;260.0;3.0;2;5
12;270.0;5.6;2;5
13;300.0;3.2;2;5
14;270.0;3.1;2;5
15;270.0;3.6;2;5
16;260.0;4.3;2;5
17;260.0;3.9;2;5
18;240.0;2.9;2;5
19;260.0;3.6;2;5
20;260.0;1.4;2;5
21;270.0;1.7;2;5
22;280.0;7.1;2;5
23;280.0;4.4;2;5
0;300.0;7.7;2;6
1;290.0;8.0;2;6
2;300.0;6.9;2;6
3;290.0;3.6;2;6
4;300.0;5.2;2;6
5;320.0;2.0;2;6
6;310.0;4.2;2;6
7;320.0;3.6;2;6
8;330.0;4.2;2;6
9;310.0;1.1;2;6
10;320.0;1.1;2;6
11;230.0;0.3;2;6
12;260.0;0.6;2;6
13;250.0;0.9;2;6
14;270.0;1.3;2;6
15;300.0;1.2;2;6
16;260.0;0.5;2;6
17;240.0;2.6;2;6
18;250.0;2.0;2;6
19;230.0;2.0;2;6
20;230.0;2.6;2;6
21;230.0;3.1;2;6
22;220.0;4.6;2;6
23;220.0;1.9;2;6
0;220.0;4.6;2;7
1;220.0;8.5;2;7
2;230.0;2.1;2;7
3;220.0;5.3;2;7
4;230.0;6.2;2;7
5;230.0;5.9;2;7
6;240.0;5.8;2;7
7;220.0;5.1;2;7
8;220.0;5.1;2;7
9;220.0;5.5;2;7
10;210.0;8.3;2;7
11;210.0;10.0;2;7
12;210.0;9.0;2;7
13;210.0;3.6;2;7
14;220.0;4.5;2;7
15;220.0;5.0;2;7
16;200.0;4.6;2;7
17;220.0;3.3;2;7
18;220.0;3.1;2;7
19;220.0;9.4;2;7
20;210.0;5.7;2;7
21;210.0;5.4;2;7
22;220.0;9.6;2;7
23;210.0;4.6;2;7
0;220.0;10.6;2;1
1;210.0;11.5;2;1
2;220.0;4.3;2;1
3;220.0;6.3;2;1
4;220.0;6.8;2;1
5;220.0;8.0;2;1
6;220.0;11.7;2;1
7;220.0;10.2;2;1
8;220.0;6.7;2;1
9;210.0;13.6;2;1
10;210.0;5.3;2;1
11;220.0;5.3;2;1
12;220.0;12.1;2;1
13;220.0;7.5;2;1
14;230.0;6.4;2;1
15;230.0;8.0;2;1
16;230.0;8.2;2;1
17;230.0;3.9;2;1
18;230.0;7.1;2;1
19;230.0;7.1;2;1
20;240.0;6.8;2;1
21;240.0;6.5;2;1
22;240.0;6.8;2;1
23;250.0;6.1;2;1
0;250.0;6.2;2;2
1;250.0;6.4;2;2
2;250.0;6.4;2;2
3;250.0;6.1;2;2
4;250.0;5.5;2;2
5;240.0;5.7;2;2
6;250.0;5.6;2;2
7;240.0;5.8;2;2
8;230.0;6.3;2;2
9;230.0;6.1;2;2
10;230.0;7.8;2;2
11;230.0;6.0;2;2
12;220.0;5.8;2;2
13;220.0;5.2;2;2
14;230.0;7.4;2;2
15;230.0;5.2;2;2
16;220.0;6.3;2;2
17;240.0;4.3;2;2
18;230.0;5.4;2;2
19;220.0;2.6;2;2
20;230.0;5.7;2;2
21;240.0;5.7;2;2
22;240.0;4.8;2;2
23;240.0;4.5;2;2
0;250.0;4.2;2;3
1;250.0;4.0;2;3
2;240.0;4.5;2;3
3;250.0;3.6;2;3
4;240.0;3.2;2;3
5;240.0;4.1;2;3
6;240.0;3.9;2;3
7;240.0;2.9;2;3
8;250.0;3.7;2;3
9;250.0;4.0;2;3
10;250.0;4.4;2;3
11;250.0;3.9;2;3
12;260.0;6.1;2;3
13;260.0;3.5;2;3
14;250.0;4.4;2;3
15;240.0;4.4;2;3
16;250.0;3.5;2;3
17;250.0;3.1;2;3
18;250.0;2.4;2;3
19;250.0;4.4;2;3
20;260.0;6.9;2;3
21;250.0;4.6;2;3
22;250.0;2.6;2;3
23;250.0;4.4;2;3
0;260.0;2.2;2;4
1;260.0;4.0;2;4
2;260.0;3.8;2;4
3;260.0;2.7;2;4
4;260.0;1.6;2;4
5;260.0;4.0;2;4
6;250.0;3.4;2;4
7;240.0;2.0;2;4
8;240.0;3.6;2;4
9;250.0;3.1;2;4
10;240.0;3.6;2;4
11;250.0;2.7;2;4
12;250.0;3.7;2;4
13;240.0;1.9;2;4
14;250.0;3.1;2;4
15;240.0;2.7;2;4
16;240.0;2.9;2;4
17;240.0;3.5;2;4
18;250.0;1.8;2;4
19;270.0;1.6;2;4
20;250.0;2.7;2;4
21;260.0;2.9;2;4
22;270.0;4.5;2;4
23;260.0;3.2;2;4
0;250.0;3.9;2;5
1;260.0;4.5;2;5
2;250.0;4.7;2;5
3;260.0;4.6;2;5
4;260.0;4.1;2;5
5;270.0;3.6;2;5
6;270.0;4.2;2;5
7;260.0;2.7;2;5
8;260.0;2.6;2;5
9;240.0;1.6;2;5
10;240.0;2.7;2;5
11;240.0;1.8;2;5
12;230.0;2.4;2;5
13;220.0;1.5;2;5
14;230.0;3.1;2;5
15;220.0;1.5;2;5
16;220.0;2.2;2;5
17;200.0;5.4;2;5
18;200.0;3.4;2;5
19;200.0;6.4;2;5
20;210.0;3.9;2;5
21;210.0;4.6;2;5
22;210.0;3.1;2;5
23;220.0;3.9;2;5
0;230.0;4.3;2;6
1;250.0;4.9;2;6
2;270.0;2.7;2;6
3;260.0;0.7;2;6
4;250.0;3.3;2;6
5;240.0;3.9;2;6
6;240.0;3.6;2;6
7;250.0;5.1;2;6
8;230.0;5.3;2;6
9;220.0;8.1;2;6
10;210.0;8.0;2;6
11;220.0;4.5;2;6
12;220.0;7.0;2;6
13;210.0;3.8;2;6
14;220.0;7.7;2;6
15;210.0;4.6;2;6
16;200.0;6.4;2;6
17;210.0;11.8;2;6
18;200.0;5.4;2;6
19;200.0;13.2;2;6
20;200.0;13.1;2;6
21;200.0;6.9;2;6
22;200.0;13.3;2;6
23;200.0;12.9;2;6
0;210.0;8.7;2;7
1;200.0;7.4;2;7
2;200.0;8.0;2;7
3;200.0;8.2;2;7
4;200.0;16.0;2;7
5;200.0;8.7;2;7
6;210.0;9.3;2;7
7;200.0;16.0;2;7
8;210.0;8.6;2;7
9;210.0;6.9;2;7
10;210.0;7.6;2;7
11;210.0;7.3;2;7
12;220.0;4.0;2;7
13;230.0;5.7;2;7
14;230.0;5.4;2;7
15;230.0;8.7;2;7
16;240.0;4.6;2;7
17;250.0;4.2;2;7
18;250.0;4.5;2;7
19;240.0;4.7;2;7
20;240.0;4.8;2;7
21;240.0;7.5;2;7
22;250.0;5.1;2;7
23;230.0;5.1;2;7
0;250.0;5.3;2;1
1;240.0;5.0;2;1
2;240.0;2.1;2;1
3;240.0;5.7;2;1
4;240.0;4.9;2;1
5;250.0;5.0;2;1
6;240.0;4.3;2;1
7;240.0;4.7;2;1
8;240.0;4.5;2;1
9;240.0;3.9;2;1
10;250.0;3.4;2;1
11;260.0;2.7;2;1
12;260.0;2.9;2;1
13;240.0;3.4;2;1
14;230.0;6.4;2;1
15;250.0;3.5;2;1
16;240.0;3.5;2;1
17;270.0;5.5;2;1
18;240.0;5.5;2;1
19;240.0;5.1;2;1
20;240.0;5.2;2;1
21;280.0;4.6;2;1
22;290.0;7.4;2;1
23;300.0;6.7;2;1
0;310.0;6.8;2;2
1;310.0;8.4;2;2
2;310.0;7.3;2;2
3;320.0;10.2;2;2
4;310.0;8.2;2;2
5;310.0;10.1;2;2
6;310.0;10.6;2;2
7;310.0;8.9;2;2
8;310.0;9.4;2;2
9;310.0;9.3;2;2
10;310.0;6.7;2;2
11;320.0;7.5;2;2
12;300.0;9.1;2;2
13;300.0;9.0;2;2
14;290.0;7.0;2;2
15;290.0;7.4;2;2
16;300.0;9.9;2;2
17;300.0;8.0;2;2
18;290.0;6.5;2;2
19;290.0;8.3;2;2
20;290.0;6.3;2;2
21;280.0;7.8;2;2
22;300.0;6.8;2;2
23;300.0;7.0;2;2
0;300.0;6.4;2;3
1;290.0;3.9;2;3
2;300.0;3.7;2;3
3;230.0;2.8;2;3
4;210.0;3.6;2;3
5;180.0;5.9;2;3
6;190.0;7.5;2;3
7;190.0;6.3;2;3
8;190.0;9.6;2;3
9;180.0;11.4;2;3
10;180.0;9.1;2;3
11;190.0;5.9;2;3
12;180.0;6.7;2;3
13;180.0;7.9;2;3
14;180.0;9.1;2;3
15;200.0;9.1;2;3
16;210.0;7.6;2;3
17;230.0;6.6;2;3
18;230.0;6.9;2;3
19;270.0;7.4;2;3
20;280.0;6.2;2;3
21;290.0;4.8;2;3
22;290.0;4.7;2;3
23;290.0;4.4;2;3
0;260.0;0.6;2;4
1;240.0;0.9;2;4
2;190.0;1.6;2;4
3;200.0;3.1;2;4
4;200.0;1.5;2;4
5;230.0;0.4;2;4
6;180.0;2.0;2;4
7;160.0;2.1;2;4
8;180.0;3.6;2;4
9;150.0;2.3;2;4
10;150.0;4.1;2;4
11;150.0;2.7;2;4
12;150.0;2.9;2;4
13;130.0;1.4;2;4
14;140.0;3.4;2;4
15;150.0;2.6;2;4
16;160.0;1.8;2;4
17;170.0;2.4;2;4
18;180.0;4.6;2;4
19;200.0;2.9;2;4
20;220.0;5.3;2;4
21;250.0;3.4;2;4
22;260.0;2.8;2;4
23;260.0;4.1;2;4
0;270.0;3.6;2;5
1;290.0;4.0;2;5
2;260.0;2.1;2;5
3;260.0;2.4;2;5
4;270.0;1.9;2;5
5;260.0;3.8;2;5
6;250.0;3.9;2;5
7;260.0;4.0;2;5
8;250.0;4.2;2;5
9;240.0;1.9;2;5
10;260.0;2.0;2;5
11;250.0;3.1;2;5
12;260.0;2.9;2;5
13;260.0;2.0;2;5
14;260.0;1.1;2;5
15;250.0;3.0;2;5
16;250.0;3.6;2;5
17;250.0;3.5;2;5
18;250.0;2.4;2;5
19;250.0;3.5;2;5
20;240.0;5.1;2;5
21;260.0;3.1;2;5
22;250.0;4.3;2;5
23;250.0;5.3;2;5
0;250.0;4.1;2;6
1;250.0;4.1;2;6
2;250.0;3.8;2;6
3;250.0;5.1;2;6
4;250.0;3.4;2;6
5;250.0;4.5;2;6
6;250.0;4.2;2;6
7;260.0;4.0;2;6
8;260.0;2.1;2;6
9;260.0;1.8;2;6
10;270.0;2.5;2;6
11;270.0;2.4;2;6
12;270.0;7.3;2;6
13;260.0;4.9;2;6
14;250.0;3.6;2;6
15;260.0;4.0;2;6
16;260.0;2.7;2;6
17;260.0;3.4;2;6
18;270.0;2.6;2;6
19;260.0;2.2;2;6
20;260.0;1.9;2;6
21;260.0;2.1;2;6
22;270.0;5.8;2;6
23;270.0;2.6;2;6
0;260.0;4.1;1;5
1;250.0;4.5;1;5
2;250.0;2.3;1;5
3;250.0;4.9;1;5
4;250.0;3.7;1;5
5;250.0;4.7;1;5
6;250.0;1.4;1;5
7;230.0;4.4;1;5
8;230.0;4.5;1;5
9;220.0;4.5;1;5
10;220.0;6.2;1;5
11;210.0;3.7;1;5
12;210.0;9.6;1;5
13;200.0;4.9;1;5
14;200.0;5.6;1;5
15;210.0;11.5;1;5
16;210.0;13.7;1;5
17;190.0;6.5;1;5
18;200.0;7.2;1;5
19;200.0;13.9;1;5
20;220.0;5.5;1;5
21;210.0;12.7;1;5
22;220.0;11.1;1;5
23;220.0;3.3;1;5
0;230.0;6.1;2;1
1;230.0;5.0;2;1
2;220.0;4.3;2;1
3;200.0;3.1;2;1
4;210.0;7.8;2;1
5;200.0;9.9;2;1
6;210.0;10.7;2;1
7;210.0;9.3;2;1
8;220.0;8.6;2;1
9;210.0;9.8;2;1
10;220.0;5.9;2;1
11;220.0;5.7;2;1
12;220.0;6.0;2;1
13;220.0;5.6;2;1
14;220.0;2.7;2;1
15;220.0;5.4;2;1
16;210.0;3.6;2;1
17;210.0;7.7;2;1
18;220.0;4.8;2;1
19;210.0;4.1;2;1
20;220.0;3.7;2;1
21;210.0;3.0;2;1
22;190.0;4.6;2;1
23;210.0;7.0;2;1
0;200.0;8.9;3;2
1;200.0;4.1;3;2
2;210.0;4.3;3;2
3;200.0;3.8;3;2
4;200.0;3.7;3;2
5;190.0;2.7;3;2
6;170.0;6.6;3;2
7;170.0;6.5;3;2
8;160.0;4.8;3;2
9;170.0;8.5;3;2
10;180.0;8.6;3;2
11;170.0;7.2;3;2
12;180.0;3.9;3;2
13;180.0;6.5;3;2
14;170.0;6.6;3;2
15;170.0;2.3;3;2
16;170.0;4.1;3;2
17;170.0;2.0;3;2
18;170.0;3.3;3;2
19;170.0;6.6;3;2
20;170.0;3.4;3;2
21;180.0;2.9;3;2
22;180.0;2.6;3;2
23;200.0;2.0;3;2
0;190.0;1.6;4;5
1;210.0;3.1;4;5
2;200.0;2.6;4;5
3;240.0;1.3;4;5
4;250.0;0.0;4;5
5;250.0;0.4;4;5
6;190.0;0.4;4;5
7;220.0;1.6;4;5
8;300.0;0.3;4;5
9;230.0;0.8;4;5
10;200.0;0.0;4;5
11;190.0;0.8;4;5
12;140.0;0.9;4;5
13;140.0;0.8;4;5
14;150.0;1.4;4;5
15;150.0;2.1;4;5
16;140.0;4.0;4;5
17;120.0;3.0;4;5
18;140.0;5.5;4;5
19;140.0;5.2;4;5
20;140.0;5.6;4;5
21;150.0;6.6;4;5
22;140.0;5.9;4;5
23;150.0;6.9;4;5
0;150.0;6.4;5;7
1;150.0;8.1;5;7
2;150.0;8.4;5;7
3;150.0;9.8;5;7
4;150.0;9.4;5;7
5;150.0;9.8;5;7
6;160.0;10.1;5;7
7;150.0;6.0;5;7
8;150.0;10.4;5;7
9;150.0;10.6;5;7
10;150.0;9.8;5;7
11;160.0;9.4;5;7
12;160.0;7.2;5;7
13;160.0;11.1;5;7
14;160.0;11.1;5;7
15;160.0;9.3;5;7
16;170.0;9.2;5;7
17;170.0;8.4;5;7
18;160.0;9.8;5;7
19;170.0;11.5;5;7
20;170.0;11.1;5;7
21;170.0;11.0;5;7
22;170.0;11.8;5;7
23;170.0;10.2;5;7
0;170.0;9.4;6;3
1;170.0;11.4;6;3
2;170.0;11.2;6;3
3;180.0;9.9;6;3
4;180.0;9.9;6;3
5;180.0;12.3;6;3
6;170.0;11.6;6;3
7;180.0;8.4;6;3
8;170.0;10.6;6;3
9;180.0;10.6;6;3
10;180.0;9.3;6;3
11;180.0;12.3;6;3
12;180.0;9.5;6;3
13;180.0;11.5;6;3
14;180.0;12.5;6;3
15;190.0;9.7;6;3
16;190.0;8.2;6;3
17;190.0;7.6;6;3
18;200.0;7.5;6;3
19;190.0;8.0;6;3
20;210.0;8.1;6;3
21;200.0;7.2;6;3
22;200.0;8.3;6;3
23;200.0;6.9;6;3
0;210.0;5.3;7;5
1;210.0;5.4;7;5
2;210.0;4.3;7;5
3;200.0;4.4;7;5
4;210.0;4.3;7;5
5;190.0;3.8;7;5
6;180.0;4.2;7;5
7;170.0;5.3;7;5
8;170.0;4.3;7;5
9;160.0;5.0;7;5
10;160.0;6.2;7;5
11;160.0;5.1;7;5
12;160.0;4.2;7;5
13;160.0;4.4;7;5
14;160.0;5.3;7;5
15;170.0;7.0;7;5
16;160.0;6.1;7;5
17;170.0;6.1;7;5
18;170.0;5.9;7;5
19;170.0;10.0;7;5
20;170.0;6.8;7;5
21;180.0;7.6;7;5
22;190.0;7.9;7;5
23;200.0;7.1;7;5
0;200.0;8.7;8;1
1;200.0;8.4;8;1
2;200.0;7.5;8;1
3;210.0;7.2;8;1
4;210.0;5.8;8;1
5;220.0;7.2;8;1
6;220.0;6.6;8;1
7;220.0;6.2;8;1
8;230.0;7.2;8;1
9;270.0;6.9;8;1
10;270.0;4.9;8;1
11;280.0;6.7;8;1
12;290.0;6.3;8;1
13;270.0;5.2;8;1
14;280.0;5.5;8;1
15;290.0;6.4;8;1
16;290.0;4.5;8;1
17;290.0;3.4;8;1
18;280.0;2.7;8;1
19;320.0;5.1;8;1
20;310.0;4.4;8;1
21;320.0;4.6;8;1
22;320.0;0.9;8;1
23;310.0;0.4;8;1
0;290.0;0.7;9;4
1;290.0;0.7;9;4
2;350.0;0.0;9;4
3;270.0;1.2;9;4
4;220.0;0.3;9;4
5;210.0;0.8;9;4
6;210.0;1.4;9;4
7;230.0;2.2;9;4
8;220.0;2.6;9;4
9;200.0;2.2;9;4
10;190.0;2.8;9;4
11;180.0;2.3;9;4
12;190.0;2.0;9;4
13;200.0;2.9;9;4
14;190.0;2.3;9;4
15;190.0;2.3;9;4
16;180.0;2.2;9;4
17;160.0;1.8;9;4
18;170.0;0.8;9;4
19;180.0;3.1;9;4
20;180.0;2.9;9;4
21;180.0;6.9;9;4
22;180.0;4.1;9;4
23;170.0;5.9;9;4
0;180.0;2.6;10;6
1;180.0;6.0;10;6
2;180.0;6.2;10;6
3;170.0;6.5;10;6
4;170.0;3.1;10;6
5;160.0;0.7;10;6
6;150.0;3.1;10;6
7;130.0;2.2;10;6
8;130.0;1.8;10;6
9;130.0;1.4;10;6
10;160.0;2.5;10;6
11;210.0;2.5;10;6
12;220.0;1.5;10;6
13;270.0;1.4;10;6
14;270.0;2.7;10;6
15;250.0;2.1;10;6
16;280.0;2.4;10;6
17;250.0;1.8;10;6
18;260.0;0.1;10;6
19;160.0;1.8;10;6
20;170.0;3.5;10;6
21;190.0;2.6;10;6
22;180.0;3.7;10;6
23;180.0;3.8;10;6
0;180.0;3.6;11;2
1;180.0;3.3;11;2
2;180.0;3.3;11;2
3;180.0;3.7;11;2
4;180.0;4.3;11;2
5;170.0;4.1;11;2
6;170.0;5.5;11;2
7;170.0;5.0;11;2
8;160.0;3.6;11;2
9;160.0;5.0;11;2
10;170.0;5.5;11;2
11;190.0;1.7;11;2
12;160.0;0.9;11;2
13;160.0;1.6;11;2
14;170.0;2.8;11;2
15;170.0;1.9;11;2
16;170.0;1.5;11;2
17;180.0;2.9;11;2
18;210.0;2.3;11;2
19;210.0;3.0;11;2
20;230.0;3.2;11;2
21;240.0;4.1;11;2
22;240.0;3.4;11;2
23;240.0;4.7;11;2
0;250.0;2.0;12;4
1;240.0;3.7;12;4
2;240.0;3.9;12;4
3;250.0;3.8;12;4
4;250.0;4.3;12;4
5;250.0;4.3;12;4
6;250.0;4.8;12;4
7;240.0;4.2;12;4
8;250.0;5.2;12;4
9;260.0;5.0;12;4
10;260.0;4.5;12;4
11;260.0;4.9;12;4
12;260.0;4.8;12;4
13;250.0;5.0;12;4
14;260.0;5.6;12;4
15;250.0;4.0;12;4
16;240.0;4.3;12;4
17;230.0;5.4;12;4
18;240.0;6.0;12;4
19;240.0;5.2;12;4
20;230.0;6.4;12;4
21;240.0;6.0;12;4
22;230.0;8.1;12;4
23;220.0;6.6;12;4
0;220.0;7.0;3;5
1;200.0;7.3;3;5
2;210.0;5.3;3;5
3;220.0;10.1;3;5
4;230.0;13.9;3;5
5;280.0;11.9;3;5
6;250.0;12.7;3;5
7;260.0;13.6;3;5
8;260.0;14.5;3;5
9;260.0;13.8;3;5
10;270.0;11.8;3;5
11;260.0;16.3;3;5
12;250.0;18.1;3;5
13;270.0;14.0;3;5
14;260.0;14.8;3;5
15;280.0;12.2;3;5
16;280.0;15.7;3;5
17;280.0;11.1;3;5
18;280.0;11.2;3;5
19;290.0;9.8;3;5
20;280.0;10.1;3;5
21;270.0;12.3;3;5
22;270.0;11.3;3;5
23;260.0;8.2;3;5
0;270.0;10.5;3;6
1;260.0;10.1;3;6
2;260.0;9.7;3;6
3;260.0;8.8;3;6
4;270.0;10.0;3;6
5;280.0;8.4;3;6
6;280.0;5.7;3;6
7;290.0;6.1;3;6
8;280.0;6.1;3;6
9;270.0;3.9;3;6
10;240.0;1.9;3;6
11;220.0;2.2;3;6
12;230.0;2.8;3;6
13;270.0;1.9;3;6
14;250.0;3.7;3;6
15;230.0;3.6;3;6
16;220.0;3.3;3;6
17;220.0;4.5;3;6
18;210.0;5.9;3;6
19;0.0;3.9;3;6
20;20.0;11.1;3;6
21;10.0;9.2;3;6
22;350.0;6.1;3;6
23;0.0;5.2;3;6
0;340.0;3.9;3;7
1;60.0;4.0;3;7
2;220.0;4.1;3;7
3;340.0;4.0;3;7
4;330.0;6.6;3;7
5;330.0;7.1;3;7
6;330.0;5.7;3;7
7;330.0;5.5;3;7
8;320.0;6.5;3;7
9;350.0;4.3;3;7
10;360.0;4.4;3;7
11;360.0;7.3;3;7
12;340.0;5.4;3;7
13;340.0;7.5;3;7
14;340.0;7.0;3;7
15;340.0;6.2;3;7
16;350.0;5.7;3;7
17;340.0;5.7;3;7
18;350.0;6.1;3;7
19;350.0;5.8;3;7
20;350.0;5.6;3;7
21;350.0;6.0;3;7
22;350.0;5.3;3;7
23;340.0;3.9;3;7
0;330.0;5.4;3;1
1;350.0;5.4;3;1
2;20.0;5.8;3;1
3;30.0;7.7;3;1
4;30.0;5.4;3;1
5;350.0;2.6;3;1
6;330.0;1.3;3;1
7;290.0;1.7;3;1
8;290.0;3.0;3;1
9;260.0;3.6;3;1
10;250.0;2.0;3;1
11;250.0;2.7;3;1
12;230.0;2.9;3;1
13;230.0;3.2;3;1
14;220.0;5.4;3;1
15;230.0;3.7;3;1
16;220.0;6.8;3;1
17;230.0;4.9;3;1
18;230.0;5.8;3;1
19;220.0;6.4;3;1
20;230.0;7.6;3;1
21;230.0;10.0;3;1
22;240.0;6.6;3;1
23;240.0;6.2;3;1
0;250.0;5.6;3;2
1;250.0;5.2;3;2
2;240.0;5.8;3;2
3;240.0;5.6;3;2
4;240.0;4.4;3;2
5;250.0;4.0;3;2
6;250.0;4.2;3;2
7;250.0;4.8;3;2
8;260.0;4.0;3;2
9;260.0;1.9;3;2
10;250.0;1.9;3;2
11;260.0;0.8;3;2
12;240.0;1.6;3;2
13;230.0;2.1;3;2
14;240.0;1.7;3;2
15;260.0;1.5;3;2
16;290.0;2.1;3;2
17;250.0;1.9;3;2
18;280.0;4.0;3;2
19;280.0;2.7;3;2
20;270.0;3.8;3;2
21;280.0;2.2;3;2
22;290.0;3.4;3;2
23;280.0;3.8;3;2
0;270.0;6.1;3;3
1;270.0;8.0;3;3
2;270.0;7.5;3;3
3;280.0;4.4;3;3
4;270.0;8.2;3;3
5;270.0;8.8;3;3
6;280.0;7.6;3;3
7;270.0;9.0;3;3
8;280.0;9.0;3;3
9;250.0;8.1;3;3
10;270.0;7.4;3;3
11;250.0;7.8;3;3
12;240.0;7.4;3;3
13;230.0;6.3;3;3
14;220.0;7.3;3;3
15;230.0;7.2;3;3
16;230.0;7.5;3;3
17;230.0;7.6;3;3
18;230.0;8.2;3;3
19;230.0;9.6;3;3
20;220.0;11.8;3;3
21;230.0;10.8;3;3
22;230.0;11.0;3;3
23;260.0;11.2;3;3
0;230.0;10.4;3;4
1;240.0;12.3;3;4
2;240.0;11.9;3;4
3;250.0;11.9;3;4
4;240.0;10.7;3;4
5;240.0;8.6;3;4
6;240.0;11.7;3;4
7;240.0;12.7;3;4
8;270.0;10.1;3;4
9;270.0;11.6;3;4
10;280.0;9.1;3;4
11;300.0;10.8;3;4
12;300.0;12.6;3;4
13;290.0;9.9;3;4
14;290.0;12.1;3;4
15;290.0;10.1;3;4
16;300.0;11.1;3;4
17;300.0;12.3;3;4
18;300.0;9.8;3;4
19;300.0;12.1;3;4
20;300.0;7.6;3;4
21;310.0;7.9;3;4
22;310.0;7.8;3;4
23;320.0;6.7;3;4
0;320.0;5.6;3;5
1;320.0;4.7;3;5
2;310.0;6.5;3;5
3;310.0;7.0;3;5
4;310.0;7.2;3;5
5;300.0;7.4;3;5
6;300.0;7.3;3;5
7;300.0;7.8;3;5
8;320.0;8.2;3;5
9;310.0;8.4;3;5
10;310.0;7.4;3;5
11;320.0;8.7;3;5
12;310.0;7.7;3;5
13;310.0;8.1;3;5
14;300.0;6.3;3;5
15;280.0;6.2;3;5
16;300.0;8.1;3;5
17;310.0;8.4;3;5
18;300.0;5.9;3;5
19;310.0;5.3;3;5
20;320.0;9.6;3;5
21;320.0;5.6;3;5
22;310.0;5.8;3;5
23;320.0;8.1;3;5
0;340.0;5.6;3;6
1;340.0;3.5;3;6
2;340.0;2.9;3;6
3;0.0;2.4;3;6
4;30.0;4.5;3;6
5;30.0;4.2;3;6
6;30.0;3.3;3;6
7;30.0;5.2;3;6
8;30.0;5.6;3;6
9;30.0;5.4;3;6
10;40.0;6.8;3;6
11;40.0;5.0;3;6
12;40.0;4.8;3;6
13;60.0;5.3;3;6
14;30.0;5.5;3;6
15;30.0;4.6;3;6
16;40.0;4.6;3;6
17;50.0;3.0;3;6
18;50.0;5.6;3;6
19;50.0;5.3;3;6
20;70.0;5.9;3;6
21;70.0;8.2;3;6
22;50.0;5.7;3;6
23;60.0;6.8;3;6
0;60.0;5.8;3;7
1;60.0;7.7;3;7
2;60.0;8.9;3;7
3;70.0;6.9;3;7
4;60.0;7.3;3;7
5;70.0;7.8;3;7
6;70.0;9.0;3;7
7;80.0;7.6;3;7
8;70.0;6.0;3;7
9;70.0;5.4;3;7
10;60.0;7.4;3;7
11;50.0;6.4;3;7
12;50.0;6.4;3;7
13;60.0;7.7;3;7
14;70.0;8.2;3;7
15;50.0;7.8;3;7
16;60.0;6.3;3;7
17;60.0;9.0;3;7
18;50.0;5.1;3;7
19;60.0;8.0;3;7
20;60.0;7.1;3;7
21;70.0;8.2;3;7
22;70.0;6.2;3;7
23;60.0;7.0;3;7
0;60.0;7.1;3;1
1;70.0;6.5;3;1
2;70.0;6.7;3;1
3;50.0;6.3;3;1
4;60.0;9.1;3;1
5;60.0;8.0;3;1
6;60.0;8.6;3;1
7;50.0;6.6;3;1
8;50.0;6.0;3;1
9;60.0;4.0;3;1
10;50.0;6.0;3;1
11;50.0;5.2;3;1
12;50.0;7.6;3;1
13;70.0;8.7;3;1
14;60.0;7.0;3;1
15;50.0;8.5;3;1
16;60.0;8.0;3;1
17;40.0;9.2;3;1
18;50.0;7.6;3;1
19;40.0;7.7;3;1
20;50.0;7.3;3;1
21;50.0;8.0;3;1
22;50.0;6.5;3;1
23;50.0;7.1;3;1
0;40.0;8.0;3;2
1;40.0;8.3;3;2
2;50.0;9.2;3;2
3;40.0;9.4;3;2
