time;_V0_;| V0 |;season;week_day
23;170.0;10.0;8;3
0;160.0;7.2;9;6
1;170.0;5.7;9;6
2;160.0;10.9;9;6
3;160.0;10.9;9;6
4;160.0;10.8;9;6
5;160.0;11.4;9;6
6;160.0;11.0;9;6
7;160.0;11.0;9;6
8;170.0;7.1;9;6
9;170.0;6.6;9;6
10;160.0;10.8;9;6
11;160.0;10.8;9;6
12;160.0;10.9;9;6
13;150.0;8.7;9;6
14;150.0;8.8;9;6
15;160.0;8.4;9;6
16;160.0;10.7;9;6
17;160.0;9.6;9;6
18;160.0;9.2;9;6
19;160.0;6.4;9;6
20;160.0;7.0;9;6
21;160.0;6.0;9;6
22;160.0;10.6;9;6
23;160.0;6.1;9;6
0;160.0;10.7;10;1
1;170.0;7.0;10;1
2;170.0;9.7;10;1
3;170.0;9.8;10;1
4;170.0;9.1;10;1
5;170.0;7.1;10;1
6;170.0;6.9;10;1
7;170.0;9.1;10;1
8;170.0;9.0;10;1
9;170.0;7.9;10;1
10;170.0;8.8;10;1
11;170.0;10.2;10;1
12;170.0;10.1;10;1
13;170.0;7.0;10;1
14;170.0;8.0;10;1
15;170.0;8.3;10;1
16;160.0;7.2;10;1
17;160.0;7.1;10;1
18;160.0;8.1;10;1
19;170.0;10.1;10;1
20;170.0;8.0;10;1
21;170.0;10.2;10;1
22;170.0;12.5;10;1
23;170.0;11.8;10;1
0;170.0;10.8;11;4
1;170.0;11.7;11;4
2;180.0;12.1;11;4
3;190.0;11.5;11;4
4;180.0;11.5;11;4
5;180.0;11.3;11;4
6;180.0;12.8;11;4
7;180.0;12.8;11;4
8;180.0;12.7;11;4
9;190.0;15.3;11;4
10;190.0;10.8;11;4
11;190.0;12.1;11;4
12;200.0;10.2;11;4
13;190.0;7.5;11;4
14;190.0;9.3;11;4
15;190.0;6.4;11;4
16;180.0;8.7;11;4
17;170.0;7.7;11;4
18;170.0;8.2;11;4
19;180.0;9.7;11;4
20;170.0;8.3;11;4
21;180.0;7.7;11;4
22;180.0;8.2;11;4
23;190.0;8.2;11;4
0;190.0;8.1;12;6
1;190.0;7.9;12;6
2;190.0;8.1;12;6
3;190.0;9.5;12;6
4;210.0;6.9;12;6
5;200.0;6.0;12;6
6;200.0;5.5;12;6
7;180.0;5.0;12;6
8;170.0;5.2;12;6
9;170.0;6.4;12;6
10;180.0;8.5;12;6
11;180.0;9.8;12;6
12;180.0;7.4;12;6
13;180.0;7.1;12;6
14;170.0;5.7;12;6
15;160.0;3.9;12;6
16;150.0;4.9;12;6
17;150.0;5.0;12;6
18;150.0;6.7;12;6
19;160.0;7.8;12;6
20;150.0;8.7;12;6
21;150.0;7.6;12;6
22;180.0;8.0;12;6
23;150.0;9.0;12;6
0;150.0;8.8;12;7
1;160.0;7.2;12;7
2;150.0;8.8;12;7
3;150.0;9.1;12;7
4;150.0;9.3;12;7
5;150.0;9.9;12;7
6;160.0;8.8;12;7
7;150.0;9.2;12;7
8;160.0;5.2;12;7
9;160.0;7.0;12;7
10;160.0;6.3;12;7
11;3.4028199999999998e+38;;12;7
12;160.0;5.8;12;7
13;160.0;5.0;12;7
14;170.0;7.2;12;7
15;170.0;6.8;12;7
16;160.0;6.9;12;7
17;160.0;6.5;12;7
18;160.0;6.3;12;7
19;160.0;6.3;12;7
20;170.0;7.2;12;7
21;170.0;6.7;12;7
22;160.0;6.9;12;7
23;170.0;6.3;12;7
0;170.0;8.4;12;1
1;180.0;6.1;12;1
2;170.0;7.1;12;1
3;170.0;6.7;12;1
4;160.0;5.9;12;1
5;160.0;5.9;12;1
6;170.0;5.4;12;1
7;160.0;6.2;12;1
8;170.0;5.5;12;1
9;160.0;5.2;12;1
10;170.0;6.9;12;1
11;170.0;6.4;12;1
12;160.0;5.0;12;1
13;160.0;4.1;12;1
14;160.0;4.7;12;1
15;160.0;3.7;12;1
16;150.0;5.5;12;1
17;150.0;5.5;12;1
18;150.0;6.5;12;1
19;160.0;4.4;12;1
20;160.0;4.1;12;1
21;170.0;5.2;12;1
22;170.0;7.0;12;1
23;160.0;4.6;12;1
0;170.0;4.3;12;2
1;170.0;4.4;12;2
2;160.0;4.5;12;2
3;170.0;4.8;12;2
4;170.0;4.6;12;2
5;170.0;3.7;12;2
6;170.0;3.5;12;2
7;170.0;3.2;12;2
8;170.0;2.9;12;2
9;160.0;2.2;12;2
10;160.0;1.8;12;2
11;180.0;2.8;12;2
12;190.0;2.1;12;2
13;190.0;0.9;12;2
14;240.0;0.0;12;2
15;300.0;0.0;12;2
16;270.0;0.0;12;2
17;340.0;1.1;12;2
18;330.0;0.4;12;2
19;320.0;1.1;12;2
20;310.0;0.8;12;2
21;310.0;0.0;12;2
22;300.0;0.9;12;2
23;290.0;0.5;12;2
0;310.0;1.3;12;3
1;310.0;1.2;12;3
2;310.0;0.2;12;3
3;280.0;0.0;12;3
4;290.0;2.6;12;3
5;310.0;3.0;12;3
6;290.0;1.6;12;3
7;300.0;1.6;12;3
8;280.0;1.8;12;3
9;240.0;1.0;12;3
10;250.0;1.2;12;3
11;240.0;2.1;12;3
12;220.0;1.4;12;3
13;220.0;3.5;12;3
14;220.0;2.2;12;3
15;210.0;1.9;12;3
16;240.0;3.4;12;3
17;220.0;2.6;12;3
18;200.0;6.9;12;3
19;220.0;5.4;12;3
20;210.0;7.6;12;3
21;210.0;7.7;12;3
22;220.0;7.3;12;3
23;220.0;6.5;12;3
0;220.0;4.9;12;4
1;220.0;5.0;12;4
2;230.0;3.2;12;4
3;230.0;4.7;12;4
4;230.0;5.0;12;4
5;240.0;3.3;12;4
6;240.0;5.5;12;4
7;250.0;5.1;12;4
8;260.0;2.4;12;4
9;260.0;3.5;12;4
10;260.0;3.5;12;4
11;260.0;3.4;12;4
12;290.0;6.4;12;4
13;290.0;4.9;12;4
14;290.0;4.8;12;4
15;270.0;2.6;12;4
16;290.0;5.9;12;4
17;280.0;9.8;12;4
18;290.0;7.1;12;4
19;290.0;11.3;12;4
20;290.0;11.3;12;4
21;290.0;10.1;12;4
22;300.0;7.0;12;4
23;310.0;5.8;12;4
0;310.0;9.6;12;5
1;320.0;8.9;12;5
2;320.0;7.9;12;5
3;330.0;5.0;12;5
4;330.0;6.5;12;5
5;310.0;8.0;12;5
6;320.0;7.6;12;5
7;320.0;5.6;12;5
8;320.0;5.8;12;5
9;330.0;3.4;12;5
10;340.0;4.5;12;5
11;330.0;2.0;12;5
12;340.0;1.4;12;5
13;310.0;1.0;12;5
14;340.0;0.5;12;5
15;70.0;0.4;12;5
16;80.0;0.2;12;5
17;80.0;2.8;12;5
18;80.0;2.5;12;5
19;110.0;2.5;12;5
20;130.0;3.2;12;5
21;140.0;3.8;12;5
22;170.0;4.0;12;5
23;170.0;4.6;12;5
0;160.0;5.1;12;6
1;160.0;4.6;12;6
2;160.0;4.1;12;6
3;160.0;4.9;12;6
4;160.0;5.3;12;6
5;160.0;5.9;12;6
6;160.0;5.1;12;6
7;160.0;6.8;12;6
8;160.0;6.5;12;6
9;170.0;6.2;12;6
10;160.0;5.9;12;6
11;160.0;6.8;12;6
12;170.0;5.4;12;6
13;160.0;6.5;12;6
14;170.0;6.3;12;6
15;170.0;6.1;12;6
16;170.0;5.5;12;6
17;170.0;4.9;12;6
18;170.0;4.6;12;6
19;170.0;5.0;12;6
20;170.0;6.4;12;6
21;170.0;5.1;12;6
22;180.0;6.1;12;6
23;180.0;6.7;12;6
0;180.0;4.9;12;7
1;190.0;5.5;12;7
2;190.0;3.7;12;7
3;190.0;4.0;12;7
4;190.0;4.2;12;7
5;200.0;3.5;12;7
6;190.0;5.3;12;7
7;190.0;4.8;12;7
8;200.0;3.2;12;7
9;210.0;4.3;12;7
10;220.0;4.2;12;7
11;210.0;5.2;12;7
12;220.0;4.6;12;7
13;240.0;3.3;12;7
14;220.0;3.2;12;7
15;230.0;2.7;12;7
16;220.0;3.5;12;7
17;220.0;3.5;12;7
18;220.0;3.5;12;7
19;220.0;3.5;12;7
20;210.0;3.9;12;7
21;220.0;4.4;12;7
22;210.0;5.9;12;7
23;230.0;6.7;12;7
0;230.0;7.4;12;1
1;230.0;6.9;12;1
2;220.0;7.5;12;1
3;220.0;6.1;12;1
4;220.0;5.9;12;1
5;230.0;4.9;12;1
6;230.0;6.6;12;1
7;230.0;6.0;12;1
8;220.0;6.4;12;1
9;220.0;6.7;12;1
10;220.0;6.5;12;1
11;220.0;7.2;12;1
12;220.0;6.0;12;1
13;230.0;7.1;12;1
14;230.0;8.1;12;1
15;230.0;7.4;12;1
16;230.0;7.7;12;1
17;230.0;8.2;12;1
18;240.0;6.8;12;1
19;250.0;5.7;12;1
20;240.0;8.6;12;1
21;270.0;6.3;12;1
22;240.0;7.1;12;1
23;240.0;5.8;12;1
0;240.0;6.6;12;2
1;260.0;6.1;12;2
2;240.0;5.4;12;2
3;230.0;4.9;12;2
4;230.0;4.8;12;2
5;230.0;6.3;12;2
6;230.0;5.7;12;2
7;230.0;5.6;12;2
8;210.0;3.7;12;2
9;210.0;3.7;12;2
10;220.0;3.8;12;2
11;220.0;4.8;12;2
12;220.0;4.7;12;2
13;220.0;5.0;12;2
14;220.0;4.8;12;2
15;220.0;5.3;12;2
16;220.0;5.2;12;2
17;220.0;5.1;12;2
18;210.0;6.4;12;2
19;210.0;5.1;12;2
20;220.0;5.2;12;2
21;220.0;4.0;12;2
22;230.0;5.9;12;2
23;220.0;6.4;12;2
0;220.0;5.2;12;3
1;220.0;6.4;12;3
2;210.0;7.3;12;3
3;230.0;6.5;12;3
4;220.0;5.8;12;3
5;220.0;5.8;12;3
6;220.0;5.9;12;3
7;220.0;6.7;12;3
8;210.0;9.3;12;3
9;210.0;9.1;12;3
10;200.0;7.3;12;3
11;210.0;7.2;12;3
12;200.0;7.9;12;3
13;200.0;11.7;12;3
14;200.0;8.8;12;3
15;190.0;7.6;12;3
16;180.0;8.2;12;3
17;190.0;8.9;12;3
18;170.0;8.5;12;3
19;190.0;9.0;12;3
20;180.0;7.5;12;3
21;190.0;8.2;12;3
22;180.0;8.4;12;3
23;190.0;7.1;12;3
0;180.0;5.9;12;4
1;190.0;5.2;12;4
2;190.0;7.1;12;4
3;190.0;6.8;12;4
4;200.0;5.6;12;4
5;200.0;5.7;12;4
6;200.0;4.9;12;4
7;210.0;4.8;12;4
8;210.0;6.1;12;4
9;200.0;6.0;12;4
10;200.0;6.0;12;4
11;210.0;5.7;12;4
12;200.0;4.5;12;4
13;210.0;6.5;12;4
14;200.0;4.5;12;4
15;200.0;4.8;12;4
16;190.0;5.6;12;4
17;190.0;5.3;12;4
18;190.0;6.3;12;4
19;190.0;6.3;12;4
20;190.0;6.2;12;4
21;190.0;5.6;12;4
22;190.0;8.3;12;4
23;190.0;7.7;12;4
0;180.0;9.8;12;5
1;180.0;11.1;12;5
2;180.0;10.8;12;5
3;180.0;10.8;12;5
4;180.0;10.7;12;5
5;180.0;12.0;12;5
6;180.0;11.8;12;5
7;180.0;10.7;12;5
8;170.0;10.0;12;5
9;180.0;8.6;12;5
10;170.0;8.2;12;5
11;160.0;7.8;12;5
12;160.0;6.9;12;5
13;160.0;5.8;12;5
14;170.0;6.7;12;5
15;170.0;7.6;12;5
16;160.0;6.6;12;5
17;180.0;6.1;12;5
18;180.0;6.0;12;5
19;180.0;9.1;12;5
20;180.0;8.1;12;5
21;180.0;6.9;12;5
22;190.0;7.7;12;5
23;180.0;4.7;12;5
0;190.0;6.7;12;6
1;190.0;7.6;12;6
2;200.0;7.8;12;6
3;200.0;8.3;12;6
4;200.0;6.6;12;6
5;200.0;6.7;12;6
6;200.0;7.0;12;6
7;220.0;6.6;12;6
8;240.0;6.0;12;6
9;280.0;6.0;12;6
10;280.0;5.7;12;6
11;280.0;5.7;12;6
12;270.0;5.7;12;6
13;270.0;7.1;12;6
14;250.0;7.3;12;6
15;240.0;5.6;12;6
16;240.0;6.2;12;6
17;230.0;9.2;12;6
18;230.0;8.8;12;6
19;230.0;8.3;12;6
20;230.0;9.0;12;6
21;230.0;8.1;12;6
22;230.0;6.7;12;6
23;230.0;10.0;12;6
0;280.0;4.7;12;7
1;280.0;4.5;12;7
2;280.0;6.2;12;7
3;290.0;8.0;12;7
4;290.0;7.4;12;7
5;290.0;8.5;12;7
6;300.0;10.1;12;7
7;300.0;10.9;12;7
8;300.0;8.1;12;7
9;300.0;8.8;12;7
10;300.0;5.3;12;7
11;290.0;5.7;12;7
12;300.0;6.3;12;7
13;300.0;5.1;12;7
14;300.0;5.9;12;7
15;300.0;6.5;12;7
16;310.0;4.8;12;7
17;290.0;5.5;12;7
18;290.0;4.2;12;7
19;290.0;2.1;12;7
20;300.0;2.3;12;7
21;290.0;1.6;12;7
22;290.0;1.0;12;7
23;250.0;0.4;12;7
0;220.0;1.0;12;1
1;220.0;1.2;12;1
2;230.0;0.7;12;1
3;200.0;1.0;12;1
4;200.0;2.8;12;1
5;190.0;0.9;12;1
6;170.0;0.7;12;1
7;170.0;1.3;12;1
8;170.0;1.5;12;1
9;190.0;1.6;12;1
10;160.0;1.5;12;1
11;170.0;3.9;12;1
12;170.0;5.6;12;1
13;170.0;3.1;12;1
14;150.0;1.5;12;1
15;160.0;0.9;12;1
16;150.0;2.5;12;1
17;160.0;3.0;12;1
18;160.0;3.3;12;1
19;160.0;4.2;12;1
20;160.0;2.3;12;1
21;160.0;6.1;12;1
22;160.0;6.6;12;1
23;160.0;5.8;12;1
0;160.0;4.0;12;2
1;160.0;7.2;12;2
2;160.0;8.1;12;2
3;160.0;4.6;12;2
4;160.0;10.0;12;2
5;160.0;6.7;12;2
6;160.0;8.8;12;2
7;160.0;6.3;12;2
8;160.0;6.9;12;2
9;160.0;7.0;12;2
10;160.0;9.8;12;2
11;160.0;3.4;12;2
12;150.0;2.5;12;2
13;150.0;5.5;12;2
14;150.0;6.2;12;2
15;150.0;5.4;12;2
16;150.0;6.4;12;2
17;150.0;2.1;12;2
18;150.0;5.5;12;2
19;160.0;6.0;12;2
20;150.0;6.1;12;2
21;160.0;8.9;12;2
22;160.0;8.8;12;2
23;160.0;2.0;12;2
0;160.0;9.4;12;3
1;160.0;5.0;12;3
2;170.0;10.9;12;3
3;170.0;9.2;12;3
4;170.0;4.4;12;3
5;180.0;8.8;12;3
6;170.0;4.5;12;3
7;180.0;8.1;12;3
8;180.0;7.1;12;3
9;180.0;7.2;12;3
10;180.0;6.7;12;3
11;190.0;3.0;12;3
12;180.0;6.0;12;3
13;170.0;2.2;12;3
14;170.0;2.2;12;3
15;170.0;6.0;12;3
16;170.0;5.6;12;3
17;170.0;5.4;12;3
18;160.0;3.6;12;3
19;160.0;3.9;12;3
20;150.0;1.3;12;3
21;160.0;1.2;12;3
22;160.0;5.5;12;3
23;160.0;3.9;12;3
0;150.0;4.0;12;4
1;150.0;4.1;12;4
2;150.0;1.9;12;4
3;150.0;4.7;12;4
4;160.0;4.0;12;4
5;150.0;7.1;12;4
6;160.0;7.1;12;4
7;160.0;7.0;12;4
8;160.0;4.3;12;4
9;170.0;6.8;12;4
10;160.0;4.1;12;4
11;160.0;4.0;12;4
12;170.0;4.6;12;4
13;180.0;9.7;12;4
14;180.0;8.7;12;4
15;170.0;10.0;12;4
16;180.0;4.4;12;4
17;180.0;4.4;12;4
18;170.0;4.4;12;4
19;180.0;3.5;12;4
20;180.0;8.5;12;4
21;180.0;7.1;12;4
22;180.0;7.4;12;4
23;170.0;7.4;12;4
